Attendance_Rate,Unexcused_Absence_Count,Unexcused_Absence_Rate,Late_Count,Consecutive_Unexcused_Absences,Days_Since_Last_Attended,Assignment_Missing_Rate,Assignment_Late_Count,Average_Score,Score_Trend,Has_Overdue_Invoice,Days_Overdue,Class_Progress_Ratio,Is_Dropout
0.8716,2,0.1053,0,0,19,0.62,5,6.2,-1.11,0,0,0.4588,0
0.7452,4,0.1818,2,4,4,0.3696,2,8.83,-0.33,0,0,0.1518,1
0.8967,2,0.1,0,2,16,0.4117,1,6.85,-0.57,0,0,0.2919,1
0.6743,3,0.2143,0,3,19,0.5706,3,5.76,-0.72,0,0,0.2483,1
0.7541,2,0.1429,0,0,5,0.1266,0,8.41,0.59,0,0,0.3532,0
0.7606,1,0.125,1,0,5,0.0494,0,8.36,-0.71,0,0,0.3533,0
0.9581,1,0.0588,0,0,1,0.4192,0,9.43,-0.78,0,0,0.3763,0
0.6193,6,0.2,3,2,20,0.436,0,7.34,-0.93,1,21,0.7375,1
1.0,0,0.0,0,0,1,0.0242,0,10.0,0.72,0,0,0.4704,0
0.7314,5,0.2381,1,1,9,0.2801,0,5.22,-1.07,0,0,0.201,1
0.8438,1,0.125,0,1,14,0.03,0,7.16,0.36,0,0,0.8101,1
0.8179,4,0.1429,0,3,12,0.0959,1,8.09,-1.31,0,0,0.2751,0
0.9326,1,0.0385,0,0,2,0.0666,0,8.29,-0.29,0,0,0.4141,0
0.5068,8,0.4,1,4,17,0.1126,0,7.67,-0.51,0,0,0.6525,1
0.6162,7,0.2414,1,5,1,0.474,2,4.39,-1.65,0,0,0.7685,1
0.7224,3,0.15,0,0,7,0.4069,1,4.66,-1.41,1,27,0.7932,1
0.8481,2,0.1111,1,2,8,0.2303,1,7.97,-0.36,1,11,0.3854,1
0.9572,1,0.0417,0,1,3,0.044,1,7.72,-0.28,0,0,0.1407,0
0.7113,5,0.1786,0,1,3,0.1228,3,7.85,-0.51,0,0,0.693,0
0.7503,5,0.1667,1,3,11,0.261,0,7.15,-1.2,0,0,0.4723,1
0.3471,6,0.3158,0,4,13,0.7395,4,4.53,-2.06,1,43,0.4358,1
0.6827,2,0.3333,0,0,9,0.2308,0,4.78,-0.43,1,27,0.3447,0
0.6107,3,0.3333,0,2,1,0.0788,0,6.69,-0.73,1,34,0.5727,1
0.9636,1,0.0333,0,0,1,0.3905,1,4.36,-0.62,0,0,0.1707,1
0.6907,1,0.1,0,0,3,0.2894,0,4.45,-1.12,1,44,0.4629,1
0.5246,3,0.3333,1,1,7,0.2749,0,7.85,-0.85,0,0,0.4573,0
0.3556,8,0.3077,2,3,4,0.1782,0,4.92,-0.77,1,10,0.5435,1
0.7175,1,0.25,0,1,6,0.1967,0,7.04,-0.97,0,0,0.3068,0
0.7269,4,0.1667,1,3,18,0.2343,0,3.99,-0.1,0,0,0.6286,1
0.8646,3,0.1111,0,2,13,0.3483,0,7.62,-0.94,0,0,0.7379,0
0.8719,0,0.0,1,0,16,0.0012,0,8.11,-0.21,0,0,0.5954,0
0.7267,4,0.2105,1,2,4,0.4817,6,7.56,-0.31,0,0,0.3106,1
0.5772,3,0.3,0,3,12,0.4173,2,2.72,-0.53,0,0,0.5663,1
0.5264,3,0.25,3,2,2,0.583,0,4.41,-1.45,0,0,0.8419,1
0.6906,1,0.25,1,1,10,0.3175,2,6.7,-0.99,1,20,0.3607,1
0.8699,1,0.05,0,1,2,0.2272,1,6.63,-0.11,0,0,0.5712,0
1.0,0,0.0,0,0,1,0.501,0,6.14,-0.89,0,0,0.3721,0
0.9419,1,0.04,0,1,3,0.0662,0,7.29,-1.5,0,0,0.3864,0
0.7608,1,0.0909,1,1,14,0.62,1,7.54,-1.97,0,0,0.4618,0
0.4302,3,0.3333,1,2,16,0.4887,1,1.73,-1.7,0,0,0.3487,1
0.8984,1,0.0909,0,1,20,0.1391,0,9.5,-1.11,0,0,0.2354,1
0.8369,1,0.1111,1,0,3,0.281,1,7.46,-0.3,0,0,0.2199,1
0.7748,3,0.1579,0,1,10,0.3015,1,8.54,-0.2,0,0,0.366,1
0.7053,2,0.1667,0,1,11,0.3194,0,4.18,0.27,0,0,0.5905,0
0.9215,1,0.0769,0,1,2,0.0021,0,6.67,-0.9,0,0,0.4892,0
0.9589,1,0.037,0,0,0,0.1026,0,7.95,-0.36,0,0,0.1527,0
0.7323,1,0.1667,0,1,5,0.1986,0,6.96,0.44,0,0,0.1609,0
0.9882,0,0.0,1,0,1,0.3141,1,4.56,-0.07,0,0,0.3781,1
0.6721,3,0.1364,1,3,9,0.386,2,6.99,-0.55,0,0,0.6303,0
0.3899,8,0.3478,1,2,5,0.3578,3,5.07,-0.31,0,0,0.2025,1
0.8821,3,0.1034,0,2,7,0.3093,1,7.64,-0.95,0,0,0.5273,1
0.9433,1,0.0833,1,1,2,0.1867,1,8.57,-0.95,0,0,0.547,0
0.7362,4,0.1481,1,4,15,0.232,0,4.22,-0.88,1,29,0.713,1
0.8959,1,0.0769,0,1,9,0.0102,1,7.93,0.31,0,0,0.611,0
0.9546,1,0.0556,0,0,1,0.1205,0,8.6,0.19,0,0,0.2842,0
0.9653,1,0.0357,0,1,1,0.22,0,8.58,-1.22,0,0,0.5755,0
0.6961,2,0.1333,0,0,3,0.2104,0,5.92,-0.2,0,0,0.4809,1
0.928,0,0.0,0,0,0,0.213,0,8.08,-0.02,0,0,0.6164,0
0.2617,10,0.4545,3,10,4,0.6848,2,3.68,-1.79,1,25,0.8433,1
0.7163,1,0.2,1,0,14,0.1669,0,5.75,-0.82,0,0,0.4493,0
0.4595,11,0.44,0,8,20,0.8197,1,3.46,-2.8,0,0,0.5729,1
0.7349,5,0.1852,2,5,16,0.3208,0,7.2,0.03,0,0,0.7656,1
0.6818,3,0.2143,2,2,1,0.1062,0,7.14,-0.0,0,0,0.8523,1
0.8721,0,0.0,1,0,6,0.2514,0,8.0,-0.18,0,0,0.6692,0
0.8962,2,0.0769,0,0,12,0.4479,3,8.57,-0.23,0,0,0.4181,0
0.5344,2,0.4,1,0,11,0.7561,3,4.11,-1.98,1,20,0.4301,1
0.9326,0,0.0,0,0,2,0.1327,0,8.6,0.07,0,0,0.5358,0
0.8849,1,0.1429,2,1,10,0.4011,1,5.35,-1.47,0,0,0.7892,0
0.9591,1,0.0333,0,0,1,0.0925,0,8.44,-0.42,0,0,0.6725,0
0.9255,1,0.0417,0,1,2,0.1803,0,7.7,-0.25,0,0,0.4231,0
0.882,1,0.1667,0,0,6,0.4429,2,4.93,-1.12,0,0,0.3168,1
0.7844,4,0.1538,0,4,9,0.2003,0,6.82,-1.35,0,0,0.5207,0
0.9898,0,0.0,0,0,2,0.1387,1,8.93,-0.36,0,0,0.7239,0
0.8607,1,0.0769,2,1,10,0.2268,1,3.28,-0.21,0,0,0.2334,1
0.689,6,0.3,0,3,18,0.4588,2,5.07,-0.47,0,0,0.6285,1
0.9428,1,0.0556,0,1,1,0.3419,1,8.76,0.41,0,0,0.2265,0
0.9956,0,0.0,0,0,3,0.1853,0,6.25,-0.58,1,45,0.5286,1
0.3686,6,0.5,0,5,7,0.4576,0,4.17,-1.58,0,0,0.4159,1
0.9459,0,0.0,1,0,2,0.0502,0,7.65,0.04,0,0,0.4471,0
0.9118,1,0.0357,0,1,3,0.0344,0,8.7,0.43,0,0,0.4981,0
0.7501,5,0.2174,1,5,3,0.3781,2,6.4,-0.64,0,0,0.4785,1
0.8815,2,0.1053,1,1,2,0.1069,0,9.02,0.05,0,0,0.6209,0
0.8792,0,0.0,0,0,15,0.4769,0,7.14,-1.17,0,0,0.301,1
0.7059,5,0.2083,0,3,20,0.3284,1,8.0,-1.59,0,0,0.2697,1
0.8951,0,0.0,0,0,6,0.1078,0,8.77,0.37,0,0,0.8224,0
0.5272,6,0.24,0,3,1,0.2513,0,4.5,-1.75,0,0,0.7499,1
0.7579,5,0.2174,1,4,4,0.2887,2,7.69,0.02,1,18,0.3587,1
1.0,0,0.0,0,0,1,0.497,2,5.06,-0.87,1,38,0.3373,1
0.8724,1,0.125,0,1,6,0.2166,1,5.63,-0.67,0,0,0.2719,0
0.6826,6,0.2143,1,3,14,0.2103,0,7.56,-1.41,0,0,0.4791,1
0.5687,6,0.2727,1,4,13,0.5397,1,5.97,-1.97,0,0,0.166,1
0.8181,3,0.1034,1,0,20,0.3043,1,7.14,-1.5,1,10,0.25,1
0.9073,1,0.0667,2,0,2,0.123,0,6.34,0.17,0,0,0.6893,0
0.7335,2,0.1053,1,0,2,0.3945,2,4.83,-1.25,0,0,0.8033,1
0.9506,0,0.0,1,0,2,0.2904,0,6.65,-0.28,0,0,0.6213,0
0.7891,1,0.0714,0,0,14,0.2311,0,6.78,-0.3,0,0,0.8802,1
0.979,0,0.0,0,0,2,0.22,0,7.42,-0.19,0,0,0.6575,0
0.5933,5,0.2381,0,5,1,0.514,2,6.66,-0.75,1,16,0.4108,1
0.943,0,0.0,1,0,3,0.0703,1,8.97,0.55,0,0,0.5791,0
0.9093,0,0.0,1,0,0,0.0885,0,7.87,-0.19,1,21,0.4859,0
0.5687,3,0.2308,0,3,6,0.482,1,7.47,-0.83,0,0,0.2597,1
0.7479,6,0.2,0,2,14,0.0896,1,7.01,0.02,0,0,0.5299,0
0.9887,0,0.0,0,0,2,0.1776,1,7.2,-0.7,0,0,0.7891,0
0.7786,3,0.1304,0,1,12,0.0833,0,9.83,-0.3,0,0,0.3586,0
0.8261,1,0.1,0,1,20,0.3397,1,7.97,-0.13,0,0,0.5503,0
0.9009,1,0.037,0,1,1,0.0721,0,8.13,-0.43,0,0,0.3628,0
0.8331,3,0.1,0,3,11,0.2178,1,5.85,0.39,0,0,0.7313,0
0.9203,2,0.0741,0,2,0,0.0474,0,8.41,0.15,0,0,0.7413,0
0.9311,1,0.0526,0,1,0,0.0597,0,8.74,-0.7,0,0,0.2492,0
0.8756,1,0.1111,0,1,16,0.5139,0,6.49,-0.82,1,34,0.7787,1
0.7946,2,0.1176,0,1,10,0.3708,0,8.63,-0.79,1,3,0.4562,1
0.7496,1,0.1111,1,1,2,0.2691,1,6.23,-1.04,0,0,0.5964,0
0.8916,2,0.0833,1,2,14,0.0644,1,7.93,0.27,0,0,0.1804,0
0.6668,6,0.2727,2,2,11,0.4076,2,5.71,-0.46,1,31,0.2898,0
0.8306,2,0.125,2,2,1,0.3158,3,5.16,-0.4,0,0,0.4096,0
0.729,2,0.1333,1,1,19,0.2744,1,4.74,-0.96,0,0,0.6111,1
0.7524,3,0.2308,1,0,2,0.0516,0,5.45,0.14,0,0,0.5921,0
0.939,0,0.0,1,0,2,0.099,0,7.8,-1.92,0,0,0.5838,0
0.8916,0,0.0,0,0,19,0.0186,0,6.98,-0.1,0,0,0.7541,0
0.7018,5,0.1923,2,0,7,0.1757,1,7.88,-0.2,0,0,0.7769,0
0.8312,1,0.25,0,0,16,0.5701,0,6.69,-1.06,0,0,0.6597,0
0.8082,2,0.08,0,2,18,0.2972,0,6.41,-0.34,0,0,0.6924,0
0.7189,1,0.2,1,1,15,0.5766,2,5.4,-0.82,0,0,0.6494,1
0.9883,0,0.0,0,0,3,0.0308,0,8.29,0.39,0,0,0.7805,0
0.9823,0,0.0,0,0,1,0.0841,1,7.78,0.47,0,0,0.5149,0
0.7127,3,0.2143,2,3,12,0.5516,1,4.5,-1.35,1,23,0.2412,1
0.7761,2,0.1053,0,0,5,0.0563,0,7.48,-1.4,0,0,0.273,0
0.8292,1,0.1111,0,0,1,0.234,0,7.03,0.36,0,0,0.3834,0
0.8994,1,0.125,0,1,6,0.3879,1,5.98,-0.24,0,0,0.7869,0
0.3076,8,0.4706,3,5,5,0.6434,3,0.73,-2.23,1,28,0.4624,1
0.9654,0,0.0,0,0,1,0.0108,0,7.28,0.24,0,0,0.6719,0
0.8755,1,0.1,2,1,7,0.2421,0,5.26,-0.69,0,0,0.4402,0
0.7938,1,0.1111,0,0,10,0.2448,1,7.91,-0.93,0,0,0.6021,0
0.8038,2,0.0952,1,0,11,0.241,0,7.34,-0.67,0,0,0.6689,1
0.6539,1,0.25,1,0,1,0.5601,1,3.27,-1.31,0,0,0.7032,1
0.347,12,0.4138,0,6,1,0.5032,3,3.4,-1.56,0,0,0.5115,1
0.8691,1,0.0714,0,0,18,0.0988,0,6.72,0.33,1,18,0.5059,0
0.7736,4,0.1667,0,0,5,0.1966,0,7.59,-0.57,0,0,0.7481,1
0.6904,2,0.1538,1,1,5,0.553,6,5.22,-1.7,0,0,0.3049,1
0.6697,2,0.1429,1,0,9,0.0701,0,6.38,-0.52,0,0,0.7251,0
0.8248,2,0.1,1,1,18,0.2595,1,7.42,-0.39,0,0,0.5465,0
0.7955,2,0.1053,0,1,16,0.3378,1,6.45,-0.67,0,0,0.629,1
0.9686,0,0.0,0,0,2,0.1943,0,7.15,-0.9,0,0,0.2408,0
0.4218,9,0.45,6,1,2,0.7085,2,7.77,-1.47,0,0,0.4003,1
0.8292,2,0.1429,0,0,6,0.1302,0,6.5,-0.87,0,0,0.4697,0
0.8627,2,0.069,0,1,16,0.4782,0,6.74,-0.46,1,8,0.616,1
0.6103,3,0.3,0,0,3,0.4843,1,5.98,-1.35,0,0,0.1092,1
0.7155,1,0.1429,3,0,20,0.3175,0,5.93,-1.33,0,0,0.6441,0
0.765,2,0.2,0,0,15,0.3296,0,6.79,-1.72,0,0,0.7786,1
0.9499,1,0.0417,0,1,0,0.3933,2,8.69,-0.81,0,0,0.433,0
0.4232,8,0.5333,3,8,14,0.7292,2,5.48,-1.72,0,0,0.3316,1
0.619,6,0.2727,2,2,1,0.4953,4,3.11,-2.82,1,36,0.4834,1
0.3394,8,0.5,2,8,3,0.8799,4,3.9,-2.1,1,40,0.2447,1
0.9186,1,0.0833,0,1,3,0.0547,0,7.47,-0.2,0,0,0.3359,0
0.9234,1,0.0417,0,0,3,0.0341,0,7.39,-1.35,0,0,0.1743,0
0.9521,0,0.0,1,0,1,0.22,0,7.1,-1.2,0,0,0.6369,0
0.743,1,0.25,0,0,11,0.2856,1,4.76,-1.02,0,0,0.7875,0
0.4006,7,0.4667,3,4,15,0.8662,0,4.66,-2.58,0,0,0.7482,1
0.4087,4,0.3636,2,0,19,0.6407,1,4.03,-1.31,1,31,0.4219,1
0.888,1,0.0833,1,1,4,0.3573,2,8.42,-0.47,1,2,0.6493,1
0.9392,0,0.0,1,0,2,0.0719,0,8.24,0.13,0,0,0.6652,0
0.9034,2,0.0769,1,0,0,0.1537,0,6.57,-0.43,0,0,0.2096,0
0.9398,1,0.0714,0,0,3,0.1047,0,8.65,0.02,0,0,0.5307,0
0.9545,1,0.0435,1,1,1,0.1687,1,7.13,-0.07,0,0,0.6808,0
0.6459,3,0.1667,1,1,10,0.3967,4,4.65,-0.8,1,40,0.4706,1
0.9041,1,0.1111,0,0,1,0.1392,0,8.04,-0.35,0,0,0.5805,0
0.7637,1,0.125,2,0,18,0.095,1,6.31,-1.01,0,0,0.3984,1
0.6973,3,0.2,1,3,16,0.2759,0,7.41,-0.48,1,16,0.1857,1
0.8119,4,0.1333,0,4,16,0.5692,2,5.99,-0.96,1,5,0.31,1
0.833,1,0.0714,2,0,15,0.45,0,8.1,-1.85,0,0,0.2536,0
0.8393,2,0.1,2,1,11,0.2561,0,6.01,-0.42,0,0,0.5949,0
0.9033,1,0.0667,0,0,1,0.003,0,7.62,-0.05,0,0,0.3269,0
0.6259,5,0.3333,0,4,15,0.4515,2,7.75,-1.54,0,0,0.9212,1
0.8225,4,0.1379,1,4,20,0.0529,0,7.86,0.09,0,0,0.6397,1
0.9335,0,0.0,0,0,2,0.148,0,6.4,0.08,0,0,0.7809,1
0.8689,1,0.2,0,1,14,0.2682,1,9.0,-0.44,1,42,0.8268,1
0.9135,1,0.1,0,0,0,0.061,0,8.44,0.69,0,0,0.8411,0
0.9119,1,0.0769,0,1,3,0.0811,0,7.79,-0.02,0,0,0.6409,0
0.5795,5,0.2381,1,5,12,0.7632,3,2.55,-1.51,0,0,0.6321,1
0.7814,1,0.2,1,1,3,0.1828,0,6.74,-0.66,0,0,0.2895,0
0.7243,3,0.1304,1,2,7,0.4596,2,4.64,-0.25,0,0,0.0806,1
0.8011,1,0.0833,1,1,11,0.4438,1,6.98,-1.71,0,0,0.4871,0
0.728,2,0.1818,0,2,1,0.05,0,6.9,-0.58,0,0,0.129,0
0.88,2,0.0909,0,2,4,0.5826,1,4.31,-0.86,0,0,0.5097,1
0.6464,6,0.2609,0,4,2,0.3481,1,6.44,-1.4,0,0,0.494,1
0.977,0,0.0,0,0,1,0.22,0,9.32,-0.08,0,0,0.467,0
0.9454,0,0.0,1,0,0,0.03,0,6.74,0.19,0,0,0.077,0
0.821,4,0.1333,1,3,1,0.1972,0,5.71,-0.84,1,19,0.05,1
0.7957,2,0.2,0,2,17,0.05,1,7.23,-0.02,0,0,0.5533,0
0.8321,2,0.069,0,1,5,0.378,2,6.85,-1.86,0,0,0.4444,0
0.7176,4,0.2222,1,3,1,0.2046,1,5.71,-0.64,0,0,0.4474,0
0.9583,0,0.0,0,0,0,0.0744,0,7.79,0.39,0,0,0.8714,0
0.6276,7,0.3043,1,3,15,0.2744,0,4.84,-0.99,0,0,0.3686,1
0.4582,10,0.4167,1,8,5,0.6857,3,5.62,-1.22,0,0,0.0976,1
0.5666,7,0.3333,1,4,12,0.3374,3,5.68,-2.02,1,24,0.4077,1
0.8135,2,0.0909,1,0,16,0.45,2,6.87,-0.86,0,0,0.3674,0
0.8768,1,0.0435,0,1,20,0.2226,0,8.45,-0.65,0,0,0.6425,0
0.895,1,0.1429,1,1,10,0.1177,1,6.81,-0.11,0,0,0.6127,0
0.7695,1,0.25,0,0,8,0.098,1,7.73,-0.43,0,0,0.7504,0
0.7255,2,0.1667,2,2,18,0.3402,2,6.67,-0.61,1,41,0.161,0
0.5137,4,0.25,0,4,4,0.6598,6,4.84,-2.45,1,23,0.6478,1
0.946,1,0.04,0,1,1,0.45,0,5.38,-0.78,0,0,0.3659,0
0.7981,3,0.125,1,1,2,0.2781,3,7.43,-0.97,0,0,0.2961,0
0.6542,6,0.25,2,1,14,0.1155,0,6.69,-0.97,1,32,0.6467,1
0.889,1,0.1667,0,1,13,0.1797,0,7.72,-0.4,0,0,0.4655,0
0.9207,0,0.0,0,0,3,0.0113,0,6.7,-0.33,0,0,0.4555,0
0.9035,2,0.1111,1,1,0,0.3976,2,7.73,-0.36,1,33,0.7549,1
0.3333,11,0.6111,0,6,9,0.8278,1,5.63,-2.68,0,0,0.9027,1
0.701,2,0.2,0,2,6,0.4222,2,6.99,-0.31,1,16,0.6713,1
1.0,0,0.0,0,0,3,0.056,0,8.62,-1.03,0,0,0.5714,0
0.1497,4,0.8,2,4,1,0.6827,3,3.36,-1.61,0,0,0.4776,1
0.6829,4,0.1905,0,4,3,0.2843,0,7.26,-1.76,0,0,0.485,1
0.9229,0,0.0,2,0,1,0.1077,1,7.64,0.32,0,0,0.7882,0
0.8483,2,0.1176,0,0,17,0.2351,1,6.84,-0.09,0,0,0.3212,0
0.905,2,0.0714,0,0,1,0.048,0,7.84,0.2,0,0,0.5397,0
0.9683,0,0.0,0,0,2,0.0957,0,9.27,-0.14,0,0,0.5962,0
0.9101,1,0.0588,0,1,0,0.0179,0,8.21,-0.13,0,0,0.4556,0
0.9206,1,0.0526,0,0,1,0.2746,0,6.77,-0.0,0,0,0.5179,1
0.8077,1,0.1667,1,0,11,0.3507,1,7.21,-0.21,0,0,0.5698,1
0.7903,3,0.15,2,2,4,0.3185,1,5.09,-0.06,0,0,0.2354,0
0.4571,11,0.4783,3,8,2,0.4465,2,4.16,-1.37,0,0,0.2176,1
0.5079,2,0.3333,3,1,9,0.3986,2,4.09,-1.78,1,16,0.6201,1
0.9474,1,0.04,0,1,2,0.0711,0,7.95,0.08,0,0,0.3952,0
0.7381,4,0.1739,0,2,19,0.1537,0,6.64,-1.38,0,0,0.7877,1
0.9216,1,0.0909,1,1,2,0.129,0,8.45,0.2,0,0,0.323,0
0.879,1,0.0588,0,0,11,0.4728,1,6.5,-1.16,0,0,0.6936,0
0.4667,6,0.5,2,1,18,0.5344,1,2.57,-1.33,1,44,0.5551,1
0.5795,1,0.1667,3,0,6,0.5091,1,2.96,-1.02,0,0,0.6561,1
0.8986,1,0.0556,0,1,20,0.2812,0,8.36,-1.03,0,0,0.262,1
0.9292,1,0.0345,1,1,0,0.0673,0,9.25,-0.49,0,0,0.6464,0
0.561,5,0.2778,2,4,11,0.425,2,5.23,-1.17,0,0,0.4829,1
0.6945,3,0.2727,0,2,17,0.0955,1,6.29,-0.24,0,0,0.7283,1
0.9213,0,0.0,1,0,0,0.1043,0,7.82,-0.61,0,0,0.2869,0
0.8102,1,0.1429,1,0,18,0.0893,0,7.08,-0.34,0,0,0.7048,0
0.6062,4,0.2353,1,1,11,0.3346,4,7.09,-0.1,0,0,0.5727,1
0.4902,2,0.3333,1,1,17,0.8295,4,3.12,-1.63,1,43,0.5652,1
0.7752,2,0.2222,0,0,10,0.4858,2,6.69,-1.38,0,0,0.064,1
0.9292,1,0.0909,2,1,2,0.0706,0,6.99,-0.37,0,0,0.3026,0
0.812,2,0.1818,0,1,2,0.5775,2,4.89,-1.13,0,0,0.6955,1
0.5116,7,0.4118,3,4,16,0.6681,2,4.68,-0.82,0,0,0.6282,0
0.9426,0,0.0,0,0,3,0.1304,0,6.5,-0.8,1,31,0.3461,0
0.6148,3,0.2727,0,3,6,0.0786,0,5.32,-0.48,1,27,0.2225,1
0.7973,4,0.1818,0,4,17,0.4711,1,3.99,-1.81,1,37,0.517,1
0.6027,8,0.32,3,6,18,0.9318,6,4.75,-1.94,0,0,0.1914,1
0.6209,5,0.3125,1,2,7,0.4828,1,7.49,-1.03,0,0,0.3931,1
0.8715,2,0.0952,0,2,1,0.4622,1,2.67,-0.23,0,0,0.572,1
0.9729,1,0.0333,0,0,3,0.0701,1,9.42,0.32,0,0,0.521,0
0.7552,2,0.2222,0,0,9,0.3925,0,5.43,-0.23,0,0,0.865,1
0.2796,11,0.3667,3,7,5,0.7904,5,5.27,-2.35,0,0,0.2907,1
0.69,4,0.1818,1,2,7,0.2774,0,8.98,0.2,0,0,0.4467,0
0.5598,4,0.2667,1,2,1,0.8726,4,5.83,-1.63,0,0,0.5585,1
0.5306,8,0.2759,4,4,4,0.5238,0,7.53,-1.25,0,0,0.76,1
0.6607,3,0.3,2,0,8,0.1748,0,7.34,-0.57,0,0,0.216,1
0.7637,5,0.1852,1,0,18,0.553,1,6.76,-0.97,0,0,0.766,1
0.5085,9,0.3913,0,7,4,0.8142,2,4.84,-2.38,1,5,0.0717,1
0.8331,3,0.1,0,0,10,0.3406,0,6.71,-0.77,0,0,0.601,0
0.6394,9,0.3103,2,5,9,0.1686,0,5.98,-0.31,1,43,0.4531,1
0.9927,0,0.0,0,0,1,0.0287,0,6.7,-0.07,1,26,0.2318,0
0.8991,1,0.0769,0,0,8,0.0386,0,9.07,0.71,0,0,0.538,0
0.8624,1,0.1,1,0,9,0.3065,1,6.57,-0.66,0,0,0.3246,1
0.9232,1,0.0833,1,0,3,0.1292,0,8.67,-1.34,0,0,0.2767,0
0.6974,1,0.2,2,0,6,0.1517,0,7.19,-1.08,0,0,0.5889,1
0.7661,3,0.1364,0,3,8,0.1616,1,8.8,-0.08,0,0,0.5564,1
0.9518,0,0.0,0,0,1,0.0754,0,7.19,0.33,0,0,0.4477,0
0.8879,1,0.0588,0,0,13,0.62,4,6.38,-0.59,0,0,0.408,1
0.6839,1,0.25,1,0,12,0.2411,2,5.0,-1.13,0,0,0.5808,1
0.8879,1,0.0769,0,0,2,0.2958,1,4.1,-0.73,0,0,0.5558,1
0.9285,1,0.0714,1,0,0,0.2819,0,4.76,0.15,1,5,0.2879,0
0.945,0,0.0,0,0,1,0.0239,0,9.55,0.31,0,0,0.2761,0
0.9589,1,0.0333,0,0,1,0.0277,0,9.0,0.19,0,0,0.7103,0
0.345,14,0.5,3,2,3,0.6896,2,4.87,-1.37,0,0,0.5599,1
0.7471,5,0.1923,0,2,11,0.1492,0,8.56,-0.6,0,0,0.5262,1
0.8585,2,0.125,0,1,15,0.0596,1,7.84,-0.52,0,0,0.1674,0
0.9977,0,0.0,0,0,0,0.1044,0,7.29,0.07,0,0,0.5388,0
0.7717,2,0.1818,1,0,18,0.2261,0,8.54,-1.19,0,0,0.7351,1
0.7093,5,0.2632,2,2,11,0.3569,0,4.48,-0.84,0,0,0.6104,1
0.9246,2,0.0667,0,0,2,0.1398,0,7.71,0.38,0,0,0.5687,0
0.8217,2,0.125,1,0,8,0.287,1,6.73,-0.35,0,0,0.5164,1
0.8613,1,0.1,0,1,13,0.1712,1,7.72,-0.57,0,0,0.1062,0
0.7358,2,0.25,0,1,15,0.3539,3,4.1,-0.09,1,26,0.686,1
0.8621,0,0.0,3,0,3,0.45,2,7.49,-1.78,0,0,0.4887,0
0.911,1,0.0345,0,0,0,0.0759,0,8.57,0.63,0,0,0.222,0
0.7794,2,0.1429,0,0,12,0.78,0,5.23,-2.11,1,12,0.0732,0
0.7939,3,0.125,0,2,16,0.474,0,4.56,-1.15,0,0,0.4427,1
0.8877,2,0.0667,1,1,4,0.3564,1,7.63,-0.9,0,0,0.6782,0
0.5757,9,0.3462,1,7,19,0.3613,1,4.55,-1.0,0,0,0.6979,1
0.9554,1,0.04,0,1,3,0.1339,1,7.66,-0.38,0,0,0.5744,0
0.8313,3,0.1034,0,1,4,0.62,1,8.27,-1.25,0,0,0.2264,0
0.7739,3,0.15,1,1,16,0.6434,1,4.94,-1.74,0,0,0.8931,1
0.6092,6,0.2,0,2,15,0.4045,0,6.96,-0.71,0,0,0.5743,1
0.9438,0,0.0,0,0,2,0.044,0,6.92,0.19,0,0,0.8035,0
0.7363,1,0.1429,0,0,14,0.1208,1,7.16,-0.1,0,0,0.712,0
0.6524,1,0.1667,1,0,5,0.265,1,5.8,-1.0,0,0,0.3008,0
0.8767,2,0.08,2,2,16,0.7061,0,4.26,0.22,1,16,0.543,1
0.9084,0,0.0,1,0,1,0.1834,0,8.14,0.03,0,0,0.7151,0
0.5258,4,0.2857,1,2,1,0.6702,2,6.49,-0.95,0,0,0.6989,1
0.6131,10,0.3333,1,4,12,0.4293,1,6.51,-1.3,0,0,0.5184,1
0.7081,1,0.1429,3,0,8,0.3713,2,6.5,-0.83,0,0,0.6832,0
0.6855,3,0.2143,2,2,12,0.3695,1,5.4,-0.22,1,14,0.3964,1
0.8242,1,0.125,0,0,6,0.4789,3,5.44,-1.0,0,0,0.7842,1
0.8329,1,0.125,0,0,18,0.352,1,5.36,0.14,0,0,0.3967,1
0.9302,1,0.0588,0,1,2,0.1541,1,8.17,-0.19,0,0,0.5907,0
0.7879,2,0.1,2,2,19,0.3101,1,5.97,-0.1,0,0,0.672,1
0.4076,4,0.3333,4,3,15,0.8224,1,4.18,-1.5,1,9,0.3228,1
0.9552,1,0.037,0,0,1,0.2619,0,7.57,-1.08,0,0,0.6232,0
0.8261,2,0.1053,1,2,6,0.22,0,8.62,-1.52,0,0,0.5093,1
0.7087,2,0.1429,0,0,16,0.3885,0,4.16,-0.78,0,0,0.4507,1
0.6703,4,0.1481,0,0,3,0.3952,1,6.44,-1.36,1,4,0.05,0
0.9716,0,0.0,0,0,2,0.0649,0,8.35,0.68,0,0,0.1488,0
0.7855,2,0.1053,0,2,8,0.6147,0,5.84,-1.04,0,0,0.24,0
0.802,2,0.2222,2,2,8,0.5141,2,4.01,-1.63,0,0,0.577,1
0.7418,3,0.2143,0,1,13,0.5306,0,4.76,-0.95,0,0,0.3317,1
1.0,0,0.0,1,0,1,0.2387,1,4.66,-0.25,1,37,0.6316,1
0.6785,3,0.2143,2,2,15,0.4203,0,6.95,-0.87,0,0,0.797,0
